serial_scrambled,BSA21_final_wt,DVSex21,Ragecat,HHincomex,RClassGP,hedqual2x,MarStat6x,HhlChlGpdx,PMSx,HomoSexx,Partyfwx,Politicsx,Votedx,Spend1x,dolex,TAXSPENDx,EQOPPGAYx,EQOPPTx,CHOPWOMMx,EQOPPBLKx,TBirCertx,EqOpDisx,EqOpMhx,welfare2,leftrigh,libauth,NHSSatx,GPSatx,NHSFProbx,NHSAccx
1024321,1.12657084845393,Female,35-44,"£1,411 - £2,560 per month",Managerial and professional occupations,Higher education below degree/A levels,Single (never married/never in a civil partnership),No,Not applicable,Not applicable,None,Some,Not applicable,Not applicable,Benefits are too high and discourage finding jobs,Not applicable,Not gone nearly far enough,Not gone nearly far enough,Not gone nearly far enough,Not gone nearly far enough,Neither agree nor disagree,Not applicable,Not applicable,4.125,2.4,4.66666666666667,Neither satisfied nor dissatisfied,Quite dissatisfied,Major funding problem,NHS must live within budget
1024322,2.29701397801483,Female,60-64,"Less than £1,410 per month",Semi-routine and routine occupations,No qualifications,Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Labour,Some,Not applicable,Not applicable,Benefits are too high and discourage finding jobs,Not applicable,Not gone far enough,Not gone far enough,Not gone far enough,Not gone far enough,Disagree,Not applicable,Not applicable,4.0,3.0,3.83333333333333,Neither satisfied nor dissatisfied,Quite dissatisfied,Severe funding problem,NHS must live within budget
1039201,0.549663515741831,Male,55-59,"£4,351 per month or more",Managerial and professional occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,Yes,Not applicable,Not applicable,Green Party,Quite a lot,Not applicable,Not applicable,Benefits are too low and cause hardship,Not applicable,Not gone far enough,Not gone far enough,Not gone far enough,Not gone far enough,Agree,Not applicable,Not applicable,2.0,2.2,3.16666666666667,Quite satisfied,Quite satisfied,Severe funding problem,Pay more through current taxes
1041031,0.997323497174401,Male,25-34,"£1,411 - £2,560 per month",Managerial and professional occupations,Higher education below degree/A levels,Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Conservative,Not very much,Not applicable,Not applicable,Benefits are too low and cause hardship,Not applicable,About right,About right,Not gone far enough,Not gone far enough,Agree,Not applicable,Not applicable,2.5,3.0,3.83333333333333,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Minor funding problem,NHS must live within budget
1041032,0.673306974424372,Female,18-24,"£1,411 - £2,560 per month",Not classifiable,Higher education below degree/A levels,Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Labour,Not very much,Not applicable,Not applicable,Benefits are too low and cause hardship,Not applicable,About right,About right,About right,Not gone far enough,Strongly agree,Not applicable,Not applicable,3.125,2.8,3.16666666666667,Very satisfied,Neither satisfied nor dissatisfied,Minor funding problem,Pay more through a separate tax
1033342,0.443863357700253,Female,35-44,"£2,561 - £4,350 per month",Managerial and professional occupations,Degree (equivalent & above),Single (never married/never in a civil partnership),No,Not applicable,Not applicable,None,None at all,Not applicable,Not applicable,Benefits are too high and discourage finding jobs,Not applicable,About right,About right,Not gone far enough,Not gone far enough,Agree,Not applicable,Not applicable,3.375,2.2,2.5,Quite dissatisfied,Quite dissatisfied,Severe funding problem,Pay more through current taxes
1022991,0.54373106117858,Female,55-59,"£2,561 - £4,350 per month",Managerial and professional occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Labour,Quite a lot,Not applicable,Not applicable,Benefits are too low and cause hardship,Not applicable,Not gone nearly far enough,Not gone far enough,Not gone nearly far enough,Not gone nearly far enough,Agree,Not applicable,Not applicable,1.5,1.6,2.0,Quite dissatisfied,Quite dissatisfied,Severe funding problem,Pay more through current taxes
1023022,0.478749653015032,Female,55-59,"£1,411 - £2,560 per month",Managerial and professional occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Labour,A great deal,Not applicable,Not applicable,Benefits are too low and cause hardship,Not applicable,About right,About right,Not gone nearly far enough,Not gone nearly far enough,Neither agree nor disagree,Not applicable,Not applicable,1.25,1.6,1.5,Very dissatisfied,Quite dissatisfied,Major funding problem,Pay more through current taxes
1041711,1.08009761004751,Male,25-34,"£4,351 per month or more",Managerial and professional occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Liberal Democrat,Some,Not applicable,Not applicable,Benefits are too low and cause hardship,Not applicable,About right,About right,About right,Not gone far enough,Neither agree nor disagree,Not applicable,Not applicable,2.625,2.2,3.0,Quite satisfied,Quite dissatisfied,Minor funding problem,Pay £10 per GP/A&E visit
1044051,1.55347694265093,Female,25-34,"£2,561 - £4,350 per month",Managerial and professional occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Green Party,Quite a lot,Not applicable,Not applicable,Benefits are too low and cause hardship,Not applicable,About right,Not gone far enough,About right,Not gone far enough,Neither agree nor disagree,Not applicable,Not applicable,2.375,1.6,3.5,Quite dissatisfied,Neither satisfied nor dissatisfied,Major funding problem,Pay more through a separate tax
1003681,1.16706527989542,Male,25-34,"£4,351 per month or more",Managerial and professional occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Conservative,Some,Not applicable,Not applicable,Benefits are too high and discourage finding jobs,Not applicable,About right,Not gone far enough,About right,About right,Strongly disagree,Not applicable,Not applicable,3.0,2.8,3.16666666666667,Quite satisfied,Quite satisfied,Severe funding problem,Pay £10 per GP/A&E visit
1003682,0.800193795522478,Female,25-34,"£4,351 per month or more",Intermediate occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Labour,Not very much,Not applicable,Not applicable,Benefits are too low and cause hardship,Not applicable,Not gone far enough,Not gone nearly far enough,Not gone far enough,Not gone nearly far enough,Agree,Not applicable,Not applicable,2.375,2.0,2.33333333333333,Quite satisfied,Quite satisfied,Severe funding problem,Pay more through a separate tax
1014901,0.722734362373951,Male,25-34,"£4,351 per month or more",Managerial and professional occupations,Degree (equivalent & above),Single (never married/never in a civil partnership),No,Not applicable,Not applicable,Conservative,Quite a lot,Not applicable,Not applicable,Benefits are too high and discourage finding jobs,Not applicable,About right,Not gone far enough,Gone too far,About right,Agree,Not applicable,Not applicable,3.75,2.8,3.0,Neither satisfied nor dissatisfied,Very dissatisfied,Severe funding problem,Pay £10 per GP/A&E visit
1003951,1.03087029117096,Male,65+,"£1,411 - £2,560 per month",Lower supervisory and technical occupations,,Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Conservative,Some,Not applicable,Not applicable,Benefits are too high and discourage finding jobs,Not applicable,Gone too far,Gone too far,About right,Gone too far,Disagree,Not applicable,Not applicable,3.625,3.6,4.66666666666667,Quite dissatisfied,Very dissatisfied,Major funding problem,NHS must live within budget
1003952,1.19814239893889,Female,65+,"Less than £1,410 per month",Intermediate occupations,No qualifications,Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Conservative,Some,Not applicable,Not applicable,Benefits are too high and discourage finding jobs,Not applicable,Gone much too far,Gone much too far,About right,Gone much too far,Strongly disagree,Not applicable,Not applicable,3.375,4.0,4.66666666666667,Quite dissatisfied,Very dissatisfied,Major funding problem,NHS must live within budget
1028531,0.540370719782612,Female,35-44,"£4,351 per month or more",Managerial and professional occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,Yes,Not applicable,Not applicable,Liberal Democrat,A great deal,Not applicable,Not applicable,Benefits are too low and cause hardship,Not applicable,Not gone far enough,About right,Not gone nearly far enough,Not gone nearly far enough,Disagree,Not applicable,Not applicable,1.75,2.2,1.66666666666667,Quite satisfied,Quite dissatisfied,Severe funding problem,Pay more through a separate tax
1028532,0.713738019995206,Male,35-44,"£4,351 per month or more",Managerial and professional occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,Yes,Not applicable,Not applicable,Green Party,Some,Not applicable,Not applicable,Benefits are too low and cause hardship,Not applicable,Not gone far enough,Not gone far enough,Not gone far enough,Not gone nearly far enough,Agree,Not applicable,Not applicable,1.375,1.8,2.16666666666667,Quite satisfied,Quite satisfied,Major funding problem,Pay £10 per GP/A&E visit
1007971,1.39900688155419,Male,65+,Prefer not to answer,Managerial and professional occupations,Higher education below degree/A levels,Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Labour,Quite a lot,Not applicable,Not applicable,Benefits are too low and cause hardship,Not applicable,About right,About right,Not gone far enough,Not gone far enough,Neither agree nor disagree,Not applicable,Not applicable,2.5,2.6,3.16666666666667,Quite dissatisfied,Very dissatisfied,Major funding problem,Pay more through a separate tax
1007972,1.67102675199053,Female,65+,Prefer not to answer,Managerial and professional occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Labour,Quite a lot,Not applicable,Not applicable,Benefits are too low and cause hardship,Not applicable,About right,About right,Not gone far enough,Not gone far enough,Neither agree nor disagree,Not applicable,Not applicable,2.375,2.2,3.0,Neither satisfied nor dissatisfied,Quite dissatisfied,Severe funding problem,Pay more through a separate tax
1047541,0.51857298358341,Female,35-44,"£4,351 per month or more",Managerial and professional occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Liberal Democrat,Some,Not applicable,Not applicable,Benefits are too low and cause hardship,Not applicable,Not gone nearly far enough,Not gone far enough,Not gone far enough,Not gone nearly far enough,Agree,Not applicable,Not applicable,1.375,2.2,1.83333333333333,Quite satisfied,Neither satisfied nor dissatisfied,Major funding problem,Pay more through current taxes
1047542,0.684946946800125,Male,35-44,"£4,351 per month or more",Managerial and professional occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Green Party,Quite a lot,Not applicable,Not applicable,Benefits are too low and cause hardship,Not applicable,Not gone far enough,Not gone nearly far enough,Not gone far enough,Not gone nearly far enough,Neither agree nor disagree,Not applicable,Not applicable,1.5,2.2,1.83333333333333,Quite satisfied,Neither satisfied nor dissatisfied,Minor funding problem,Pay more through current taxes
1011771,1.21876369812665,Male,25-34,"£1,411 - £2,560 per month",Managerial and professional occupations,Degree (equivalent & above),Single (never married/never in a civil partnership),No,Not applicable,Not applicable,Conservative,Some,Not applicable,Not applicable,Benefits are too low and cause hardship,Not applicable,About right,About right,Gone too far,About right,Agree,Not applicable,Not applicable,3.125,2.6,3.33333333333333,Quite dissatisfied,Quite dissatisfied,Minor funding problem,Pay £10 per GP/A&E visit
1011772,1.42959507475262,Male,35-44,"£2,561 - £4,350 per month",Managerial and professional occupations,Degree (equivalent & above),Single (never married/never in a civil partnership),No,Not applicable,Not applicable,Green Party,Quite a lot,Not applicable,Not applicable,Benefits are too low and cause hardship,Not applicable,About right,About right,About right,About right,Strongly agree,Not applicable,Not applicable,2.25,3.0,3.0,Neither satisfied nor dissatisfied,Quite satisfied,Major funding problem,Pay more through current taxes
1037211,0.558582168883972,Female,25-34,"£1,411 - £2,560 per month",Managerial and professional occupations,Degree (equivalent & above),Single (never married/never in a civil partnership),No,Not applicable,Not applicable,Labour,Not very much,Not applicable,Not applicable,Benefits are too high and discourage finding jobs,Not applicable,Not gone far enough,Not gone far enough,Not gone far enough,Not gone far enough,Agree,Not applicable,Not applicable,3.125,1.4,3.33333333333333,Quite satisfied,Quite satisfied,Minor funding problem,Pay for non-medical costs
1017391,0.498509040866968,Female,45-54,Prefer not to answer,Managerial and professional occupations,Higher education below degree/A levels,Single (never married/never in a civil partnership),No,Not applicable,Not applicable,None,Some,Not applicable,Not applicable,Benefits are too high and discourage finding jobs,Not applicable,About right,About right,Not gone nearly far enough,About right,Agree,Not applicable,Not applicable,3.375,2.8,3.33333333333333,Quite dissatisfied,Quite satisfied,Major funding problem,NHS must live within budget
1022601,1.86034372963316,Male,45-54,"£4,351 per month or more",Managerial and professional occupations,GCSE/O Level/Standard Grade or equivalent,Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,,Some,Not applicable,Not applicable,Benefits are too high and discourage finding jobs,Not applicable,About right,Not gone far enough,Not gone far enough,Not gone nearly far enough,Neither agree nor disagree,Not applicable,Not applicable,3.625,3.6,3.0,Quite satisfied,Quite satisfied,Major funding problem,NHS must live within budget
1022602,0.777676439771075,Female,45-54,"£4,351 per month or more",Managerial and professional occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Labour,Quite a lot,Not applicable,Not applicable,Benefits are too low and cause hardship,Not applicable,Not gone far enough,Not gone far enough,Not gone far enough,Not gone far enough,Agree,Not applicable,Not applicable,2.25,2.4,9.0,Quite dissatisfied,Neither satisfied nor dissatisfied,Severe funding problem,Pay more through current taxes
1037151,0.619049143940019,Female,25-34,"£1,411 - £2,560 per month",Managerial and professional occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,Yes,Not applicable,Not applicable,None,None at all,Not applicable,Not applicable,Benefits are too low and cause hardship,Not applicable,Not gone nearly far enough,Not gone far enough,Not gone far enough,Not gone nearly far enough,Agree,Not applicable,Not applicable,2.25,2.4,3.0,Very satisfied,Quite satisfied,Major funding problem,Pay more through current taxes
1037152,1.97854365959748,Male,25-34,"£2,561 - £4,350 per month",Managerial and professional occupations,Higher education below degree/A levels,Married/in a civil partnership/living with a partner,Yes,Not applicable,Not applicable,None,None at all,Not applicable,Not applicable,Benefits are too high and discourage finding jobs,Not applicable,About right,About right,About right,About right,Agree,Not applicable,Not applicable,3.125,3.0,3.16666666666667,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,No funding problem,Pay for non-medical costs
1040171,0.885977787650874,Female,60-64,"£2,561 - £4,350 per month",Managerial and professional occupations,GCSE/O Level/Standard Grade or equivalent,Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Conservative,A great deal,Not applicable,Not applicable,Benefits are too low and cause hardship,Not applicable,Not gone far enough,Not gone far enough,Not gone far enough,Not gone nearly far enough,Disagree,Not applicable,Not applicable,1.125,1.0,3.83333333333333,Very dissatisfied,Quite dissatisfied,Severe funding problem,Pay more through a separate tax
1040172,1.1493769422772,Male,55-59,"£1,411 - £2,560 per month",Small employers and own account workers,GCSE/O Level/Standard Grade or equivalent,Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,None,None at all,Not applicable,Not applicable,Benefits are too low and cause hardship,Not applicable,About right,Gone much too far,Not gone nearly far enough,Not gone nearly far enough,Strongly disagree,Not applicable,Not applicable,2.0,1.4,4.0,Quite satisfied,Neither satisfied nor dissatisfied,No funding problem,Pay more through a separate tax
1047931,1.64174034314327,Female,45-54,"£4,351 per month or more",Managerial and professional occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,Yes,Not applicable,Not applicable,Liberal Democrat,Some,Not applicable,Not applicable,Benefits are too high and discourage finding jobs,Not applicable,About right,About right,About right,Not gone far enough,Neither agree nor disagree,Not applicable,Not applicable,3.375,2.2,3.16666666666667,Quite satisfied,Quite satisfied,Major funding problem,Pay more through current taxes
1047932,3.37828410796942,Female,18-24,"£1,411 - £2,560 per month",Intermediate occupations,Higher education below degree/A levels,Single (never married/never in a civil partnership),Yes,Not applicable,Not applicable,Liberal Democrat,Some,Not applicable,Not applicable,Benefits are too high and discourage finding jobs,Not applicable,Not gone far enough,Not gone far enough,About right,Not gone far enough,Strongly agree,Not applicable,Not applicable,2.875,1.8,2.5,Quite satisfied,Quite satisfied,Major funding problem,Pay more through a separate tax
1029801,1.07650586274358,Female,45-54,Prefer not to answer,Managerial and professional occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,Yes,Not applicable,Not applicable,Conservative,Some,Not applicable,Not applicable,Benefits are too low and cause hardship,Not applicable,About right,About right,Not gone far enough,Not gone far enough,Disagree,Not applicable,Not applicable,2.875,4.0,2.5,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Major funding problem,Pay £10 per GP/A&E visit
1029802,1.36918727171254,Male,55-59,"£2,561 - £4,350 per month",Managerial and professional occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,Yes,Not applicable,Not applicable,Green Party,A great deal,Not applicable,Not applicable,Benefits are too low and cause hardship,Not applicable,About right,Gone too far,Not gone far enough,About right,Disagree,Not applicable,Not applicable,2.375,2.4,2.66666666666667,Quite satisfied,Very satisfied,Minor funding problem,Pay more through current taxes
1034771,0.805838402264849,Female,35-44,"£2,561 - £4,350 per month",Intermediate occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,Yes,Not applicable,Not applicable,Labour,Not very much,Not applicable,Not applicable,Benefits are too high and discourage finding jobs,Not applicable,Not gone far enough,About right,Not gone far enough,Not gone far enough,Disagree,Not applicable,Not applicable,3.125,3.0,3.16666666666667,Quite satisfied,Very dissatisfied,Severe funding problem,Pay £10 per GP/A&E visit
1034772,2.11676402867975,Male,35-44,"£2,561 - £4,350 per month",Intermediate occupations,GCSE/O Level/Standard Grade or equivalent,Married/in a civil partnership/living with a partner,Yes,Not applicable,Not applicable,Labour,None at all,Not applicable,Not applicable,Benefits are too high and discourage finding jobs,Not applicable,About right,About right,About right,Not gone far enough,Neither agree nor disagree,Not applicable,Not applicable,2.5,2.6,3.5,Quite dissatisfied,Very dissatisfied,Severe funding problem,NHS must live within budget
1045411,3.57624103084349,Male,65+,Prefer not to answer,Lower supervisory and technical occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Labour,Some,Not applicable,Not applicable,9,Not applicable,About right,About right,About right,About right,Neither agree nor disagree,Not applicable,Not applicable,2.25,3.0,2.83333333333333,Neither satisfied nor dissatisfied,Quite dissatisfied,Major funding problem,Pay more through current taxes
1030261,0.778665805373978,Female,60-64,"£2,561 - £4,350 per month",Managerial and professional occupations,Degree (equivalent & above),Separated/divorced/dissolved civil partnership,No,Not applicable,Not applicable,Labour,Quite a lot,Not applicable,Not applicable,"Both: hardship to some, others do well",Not applicable,Not gone far enough,Not gone far enough,Not gone far enough,Not gone far enough,Agree,Not applicable,Not applicable,2.75,2.2,2.83333333333333,Quite satisfied,Quite satisfied,Severe funding problem,Pay more through a separate tax
1029251,0.359591605257638,Female,45-54,"£1,411 - £2,560 per month",Managerial and professional occupations,Higher education below degree/A levels,Single (never married/never in a civil partnership),No,Not applicable,Not applicable,Green Party,Quite a lot,Not applicable,Not applicable,Benefits are too low and cause hardship,Not applicable,Not gone nearly far enough,Not gone far enough,Not gone nearly far enough,Not gone nearly far enough,Agree,Not applicable,Not applicable,9.0,1.4,3.66666666666667,Very dissatisfied,Neither satisfied nor dissatisfied,Severe funding problem,Pay more through current taxes
1035651,1.68758613265023,Female,65+,"£1,411 - £2,560 per month",Intermediate occupations,GCSE/O Level/Standard Grade or equivalent,Separated/divorced/dissolved civil partnership,No,Not applicable,Not applicable,Liberal Democrat,Quite a lot,Not applicable,Not applicable,Benefits are too low and cause hardship,Not applicable,Not gone far enough,Not gone far enough,About right,Not gone far enough,Neither agree nor disagree,Not applicable,Not applicable,2.625,2.2,2.16666666666667,Quite satisfied,Quite satisfied,Major funding problem,Pay for non-medical costs
1031001,3.17744395888124,Male,25-34,"£4,351 per month or more",Managerial and professional occupations,GCSE/O Level/Standard Grade or equivalent,Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Green Party,Quite a lot,Not applicable,Not applicable,Benefits are too low and cause hardship,Not applicable,Not gone far enough,Not gone nearly far enough,Not gone far enough,Not gone nearly far enough,Strongly agree,Not applicable,Not applicable,1.75,1.4,1.83333333333333,Quite satisfied,Quite satisfied,Major funding problem,Pay £10 per GP/A&E visit
1031002,2.59651981369137,Male,45-54,"£4,351 per month or more",Managerial and professional occupations,GCSE/O Level/Standard Grade or equivalent,Single (never married/never in a civil partnership),No,Not applicable,Not applicable,Labour,Some,Not applicable,Not applicable,Benefits are too low and cause hardship,Not applicable,Not gone far enough,Not gone far enough,Not gone far enough,Not gone far enough,Agree,Not applicable,Not applicable,2.125,1.8,2.66666666666667,Very dissatisfied,Quite dissatisfied,Severe funding problem,Pay more through a separate tax
1031621,0.418660856580562,Male,65+,"£1,411 - £2,560 per month",Managerial and professional occupations,Degree (equivalent & above),Single (never married/never in a civil partnership),No,Not applicable,Not applicable,None,Quite a lot,Not applicable,Not applicable,Benefits are too low and cause hardship,Not applicable,About right,About right,About right,About right,Agree,Not applicable,Not applicable,2.75,2.8,2.66666666666667,Quite satisfied,Neither satisfied nor dissatisfied,Major funding problem,Pay more through a separate tax
1034621,0.982635364750687,Male,35-44,"£2,561 - £4,350 per month",Managerial and professional occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,Yes,Not applicable,Not applicable,Labour,Some,Not applicable,Not applicable,Benefits are too low and cause hardship,Not applicable,Not gone far enough,Not gone nearly far enough,About right,Not gone nearly far enough,Agree,Not applicable,Not applicable,2.0,2.4,2.16666666666667,Quite dissatisfied,Quite dissatisfied,Major funding problem,Pay more through a separate tax
1024601,0.587828041636044,Female,35-44,"£4,351 per month or more",Managerial and professional occupations,Degree (equivalent & above),Single (never married/never in a civil partnership),No,Not applicable,Not applicable,Labour,Quite a lot,Not applicable,Not applicable,Benefits are too low and cause hardship,Not applicable,Not gone nearly far enough,Not gone nearly far enough,Not gone far enough,Not gone far enough,Agree,Not applicable,Not applicable,1.375,2.2,1.33333333333333,Quite satisfied,Very satisfied,Severe funding problem,Pay more through a separate tax
1006531,0.531049139041305,Female,25-34,"£2,561 - £4,350 per month",Managerial and professional occupations,Degree (equivalent & above),Single (never married/never in a civil partnership),No,Not applicable,Not applicable,Labour,Some,Not applicable,Not applicable,Benefits are too low and cause hardship,Not applicable,Not gone far enough,Not gone nearly far enough,Not gone far enough,Not gone far enough,Strongly agree,Not applicable,Not applicable,3.0,2.0,2.33333333333333,Neither satisfied nor dissatisfied,Quite dissatisfied,Severe funding problem,Pay more through current taxes
1027721,0.69994565812006,Female,25-34,"£4,351 per month or more",Managerial and professional occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,Yes,Not applicable,Not applicable,Conservative,Some,Not applicable,Not applicable,Benefits are too low and cause hardship,Not applicable,About right,Not gone far enough,Not gone nearly far enough,Not gone far enough,Neither agree nor disagree,Not applicable,Not applicable,3.5,2.2,2.33333333333333,Quite satisfied,Very dissatisfied,Major funding problem,NHS must live within budget
1027722,0.967232064029733,Male,35-44,"£2,561 - £4,350 per month",Managerial and professional occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,Yes,Not applicable,Not applicable,Labour,Some,Not applicable,Not applicable,Benefits are too low and cause hardship,Not applicable,About right,About right,Not gone far enough,Not gone nearly far enough,Strongly disagree,Not applicable,Not applicable,2.5,3.2,3.5,Quite satisfied,Quite satisfied,Major funding problem,NHS must live within budget
1036471,2.07488116179049,Male,45-54,"£4,351 per month or more",Intermediate occupations,Higher education below degree/A levels,Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Labour,Some,Not applicable,Not applicable,Benefits are too high and discourage finding jobs,Not applicable,Not gone nearly far enough,Not gone nearly far enough,Not gone nearly far enough,Gone much too far,Disagree,Not applicable,Not applicable,3.125,3.0,4.0,Quite satisfied,Quite satisfied,Severe funding problem,Pay more through a separate tax
1009451,0.668323349368836,Male,65+,"£4,351 per month or more",Managerial and professional occupations,Higher education below degree/A levels,Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Conservative,Quite a lot,Not applicable,Not applicable,Benefits are too low and cause hardship,Not applicable,About right,Gone much too far,Not gone far enough,Not gone far enough,Strongly disagree,Not applicable,Not applicable,2.625,3.8,4.0,Quite satisfied,Quite satisfied,Minor funding problem,Pay £10 per GP/A&E visit
1009452,0.425684373085083,Female,65+,"£1,411 - £2,560 per month",Small employers and own account workers,Degree (equivalent & above),Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Conservative,Some,Not applicable,Not applicable,8,Not applicable,Gone too far,Gone too far,About right,About right,Disagree,Not applicable,Not applicable,2.375,4.0,3.0,Neither satisfied nor dissatisfied,Quite satisfied,Major funding problem,Pay £10 per GP/A&E visit
1010431,0.459453314379283,Female,60-64,"£2,561 - £4,350 per month",Managerial and professional occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Liberal Democrat,None at all,Not applicable,Not applicable,Benefits are too low and cause hardship,Not applicable,About right,About right,About right,About right,Neither agree nor disagree,Not applicable,Not applicable,2.5,2.6,3.33333333333333,Quite dissatisfied,Quite dissatisfied,Severe funding problem,Pay more through current taxes
1010432,0.507600936852233,Male,60-64,"£2,561 - £4,350 per month",Managerial and professional occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Liberal Democrat,Not very much,Not applicable,Not applicable,Benefits are too high and discourage finding jobs,Not applicable,Gone much too far,Gone much too far,About right,About right,Disagree,Not applicable,Not applicable,3.125,2.6,3.66666666666667,Quite dissatisfied,Neither satisfied nor dissatisfied,Severe funding problem,Pay more through current taxes
1037311,1.18757084645417,Female,45-54,"£4,351 per month or more",Intermediate occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,None,None at all,Not applicable,Not applicable,Benefits are too low and cause hardship,Not applicable,About right,About right,About right,About right,Agree,Not applicable,Not applicable,2.75,3.6,3.5,Quite satisfied,Quite satisfied,Major funding problem,Pay more through current taxes
1037312,3.20175564518289,Male,45-54,"£4,351 per month or more",Managerial and professional occupations,Higher education below degree/A levels,Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,None,None at all,Not applicable,Not applicable,Benefits are too high and discourage finding jobs,Not applicable,About right,About right,About right,About right,Agree,Not applicable,Not applicable,2.875,4.0,3.16666666666667,Quite satisfied,Quite satisfied,Major funding problem,Pay more through current taxes
1044281,1.31791285035396,Female,45-54,"Less than £1,410 per month",Intermediate occupations,GCSE/O Level/Standard Grade or equivalent,Single (never married/never in a civil partnership),No,Not applicable,Not applicable,None,Not very much,Not applicable,Not applicable,Benefits are too high and discourage finding jobs,Not applicable,About right,Gone too far,Not gone far enough,Not gone far enough,Neither agree nor disagree,Not applicable,Not applicable,3.75,2.8,4.33333333333333,Quite satisfied,Neither satisfied nor dissatisfied,Severe funding problem,NHS must live within budget
1014561,0.636371351000089,Female,65+,"£2,561 - £4,350 per month",Managerial and professional occupations,GCSE/O Level/Standard Grade or equivalent,Separated/divorced/dissolved civil partnership,No,Not applicable,Not applicable,Conservative,Some,Not applicable,Not applicable,Benefits are too high and discourage finding jobs,Not applicable,Gone too far,Gone too far,Not gone far enough,Gone too far,Disagree,Not applicable,Not applicable,3.125,3.8,3.16666666666667,Quite satisfied,Very satisfied,Don't know,NHS must live within budget
1014551,0.373316219032262,Female,45-54,"£2,561 - £4,350 per month",Managerial and professional occupations,Degree (equivalent & above),Single (never married/never in a civil partnership),No,Not applicable,Not applicable,Labour,Quite a lot,Not applicable,Not applicable,Benefits are too low and cause hardship,Not applicable,Not gone far enough,Gone too far,Not gone far enough,Not gone far enough,Disagree,Not applicable,Not applicable,1.5,2.2,2.16666666666667,Quite satisfied,Quite satisfied,Major funding problem,Pay more through current taxes
1014552,1.70144983330491,Male,18-24,"£2,561 - £4,350 per month",Intermediate occupations,Higher education below degree/A levels,Single (never married/never in a civil partnership),No,Not applicable,Not applicable,Labour,A great deal,Not applicable,Not applicable,Benefits are too low and cause hardship,Not applicable,About right,Gone too far,About right,Not gone far enough,Strongly disagree,Not applicable,Not applicable,1.125,1.0,1.66666666666667,Quite satisfied,Quite satisfied,Major funding problem,Pay more through current taxes
